Prov_Name,Topic,Characteristic,Total
Northwest Territories,Population and dwelling counts,Population in 2006,41464
Northwest Territories,Population and dwelling counts,Population in 2001,37360
Northwest Territories,Population and dwelling counts,2001 to 2006 population change (%),11
Northwest Territories,Population and dwelling counts,Total private dwellings,16774
Northwest Territories,Population and dwelling counts,Private dwellings occupied by usual residents,14224
Northwest Territories,Population and dwelling counts,Population density per square kilometre,0
Northwest Territories,Population and dwelling counts,Land area (square km),1140834.903
Northwest Territories,Age characteristics,Total population,41460
Northwest Territories,Age characteristics,   0 to 4 years,3225
Northwest Territories,Age characteristics,   5 to 9 years,3090
Northwest Territories,Age characteristics,   10 to 14 years,3600
Northwest Territories,Age characteristics,   15 to 19 years,3565
Northwest Territories,Age characteristics,   20 to 24 years,3155
Northwest Territories,Age characteristics,   25 to 29 years,3345
Northwest Territories,Age characteristics,   30 to 34 years,3100
Northwest Territories,Age characteristics,   35 to 39 years,3250
Northwest Territories,Age characteristics,   40 to 44 years,3655
Northwest Territories,Age characteristics,   45 to 49 years,3365
Northwest Territories,Age characteristics,   50 to 54 years,2790
Northwest Territories,Age characteristics,   55 to 59 years,2100
Northwest Territories,Age characteristics,   60 to 64 years,1245
Northwest Territories,Age characteristics,   65 to 69 years,710
Northwest Territories,Age characteristics,   70 to 74 years,520
Northwest Territories,Age characteristics,   75 to 79 years,360
Northwest Territories,Age characteristics,   80 to 84 years,220
Northwest Territories,Age characteristics,   85 years and over,165
Northwest Territories,Age characteristics,Median age of the population,31.2
Northwest Territories,Age characteristics,% of the population aged 15 and over,76.1
Northwest Territories,Common-law status characteristics,Total population 15 years and over,31545
Northwest Territories,Common-law status characteristics,   Not in a common-law relationship,25600
Northwest Territories,Common-law status characteristics,   In a common-law relationship,5945
Northwest Territories,Legal marital status characteristics,Total population 15 years and over,31545
Northwest Territories,Legal marital status characteristics,   Never legally married (single),16390
Northwest Territories,Legal marital status characteristics,   Legally married (and not separated),11440
Northwest Territories,Legal marital status characteristics,"   Separated, but still legally married",935
Northwest Territories,Legal marital status characteristics,   Divorced,1815
Northwest Territories,Legal marital status characteristics,   Widowed,960
Northwest Territories,Occupied private dwelling characteristics,Total private dwellings occupied by usual residents,14235
Northwest Territories,Occupied private dwelling characteristics,   Single-detached houses - as a % of total occupied private dwellings,59.6
Northwest Territories,Occupied private dwelling characteristics,   Semi-detached houses - as a % of total occupied private dwellings,5.2
Northwest Territories,Occupied private dwelling characteristics,   Row houses - as a % of total occupied private dwellings,10.6
Northwest Territories,Occupied private dwelling characteristics,"   Apartments, duplex - as a % of total occupied private dwellings",2.4
Northwest Territories,Occupied private dwelling characteristics,   Apartments in buildings with fewer than five storeys - as a % of total occupied private dwellings,14
Northwest Territories,Occupied private dwelling characteristics,   Apartments in buildings with five or more storeys - as a % of total occupied private dwellings,3.4
Northwest Territories,Occupied private dwelling characteristics,   Other dwellings - as a % of total occupied private dwellings,4.7
Northwest Territories,Occupied private dwelling characteristics,Number of owned dwellings,7520
Northwest Territories,Occupied private dwelling characteristics,Number of rented dwellings,6570
Northwest Territories,Occupied private dwelling characteristics,Number of dwellings constructed before 1986,7910
Northwest Territories,Occupied private dwelling characteristics,Number of dwellings constructed between 1986 and 2006,6325
Northwest Territories,Occupied private dwelling characteristics,Dwellings requiring major repair - as a % of total occupied private dwellings,17.6
Northwest Territories,Occupied private dwelling characteristics,Average number of rooms per dwelling,5.6
Northwest Territories,Occupied private dwelling characteristics,Dwellings with more than one person per room - as a % of total occupied private dwellings,4.6
Northwest Territories,Occupied private dwelling characteristics,Average value of owned dwelling ($),226909
Northwest Territories,Selected family characteristics,Total number of census families,10880
Northwest Territories,Selected family characteristics,   Number of married-couple families,5555
Northwest Territories,Selected family characteristics,   Number of common-law-couple families,2990
Northwest Territories,Selected family characteristics,   Number of lone-parent families,2325
Northwest Territories,Selected family characteristics,      Number of female lone-parent families,1695
Northwest Territories,Selected family characteristics,      Number of male lone-parent families,635
Northwest Territories,Selected family characteristics,Average number of persons in all census families,3.2
Northwest Territories,Selected family characteristics,   Average number of persons in married-couple families,3.4
Northwest Territories,Selected family characteristics,   Average number of persons in common-law-couple families,3.2
Northwest Territories,Selected family characteristics,   Average number of persons in lone-parent families,2.6
Northwest Territories,Selected family characteristics,      Average number of persons in female lone-parent families,2.7
Northwest Territories,Selected family characteristics,      Average number of persons in male lone-parent families,2.5
Northwest Territories,Selected family characteristics,Median income in 2005 - All census families ($),86132
Northwest Territories,Selected family characteristics,   Median income in 2005 - Married-couple families ($),113367
Northwest Territories,Selected family characteristics,   Median income in 2005 - Common-law-couple families ($),78244
Northwest Territories,Selected family characteristics,   Median income in 2005 - Lone-parent families ($),34633
Northwest Territories,Selected family characteristics,      Median income in 2005 - Female lone-parent families ($),32842
Northwest Territories,Selected family characteristics,      Median income in 2005 - Male lone-parent families ($),42136
Northwest Territories,Selected family characteristics,Median after-tax income in 2005 - All census families ($),73056
Northwest Territories,Selected family characteristics,   Median after-tax income in 2005 - Married-couple families ($),93798
Northwest Territories,Selected family characteristics,   Median after-tax income in 2005 - Common-law-couple families ($),67455
Northwest Territories,Selected family characteristics,   Median after-tax income in 2005 - Lone-parent families ($),32226
Northwest Territories,Selected family characteristics,      Median after-tax income in 2005 - Female lone-parent families ($),30419
Northwest Territories,Selected family characteristics,      Median after-tax income in 2005 - Male lone-parent families ($),37988
Northwest Territories,Selected household characteristics,Total private households,14235
Northwest Territories,Selected household characteristics,   Households containing a couple (married or common-law) with children,4895
Northwest Territories,Selected household characteristics,   Households containing a couple (married or common-law) without children,3135
Northwest Territories,Selected household characteristics,   One-person households,3080
Northwest Territories,Selected household characteristics,   Other household types,3120
Northwest Territories,Selected household characteristics,Median income in 2005 - All private households ($),80085
Northwest Territories,Selected household characteristics,   Median income in 2005 - Couple households with children ($),108501
Northwest Territories,Selected household characteristics,   Median income in 2005 - Couple households without children ($),104951
Northwest Territories,Selected household characteristics,   Median income in 2005 - One-person households ($),42358
Northwest Territories,Selected household characteristics,   Median income in 2005 - Other household types ($),57480
Northwest Territories,Selected household characteristics,Median after-tax income in 2005 - All private households ($),67439
Northwest Territories,Selected household characteristics,   Median after-tax income in 2005 - Couple households with children ($),89978
Northwest Territories,Selected household characteristics,   Median after-tax income in 2005 - Couple households without children ($),87882
Northwest Territories,Selected household characteristics,   Median after-tax income in 2005 - One-person households ($),36324
Northwest Territories,Selected household characteristics,   Median after-tax income in 2005 - Other household types ($),50838
Northwest Territories,Selected household characteristics,Median monthly payments for rented dwellings ($),1000
Northwest Territories,Selected household characteristics,Median monthly payments for owner-occupied dwellings ($),1158
Northwest Territories,Selected household characteristics,Average household size,2.9
Northwest Territories,Mother tongue,Total population,41055
Northwest Territories,Mother tongue,   English only,31545
Northwest Territories,Mother tongue,   French only,970
Northwest Territories,Mother tongue,   English and French,45
Northwest Territories,Mother tongue,   Other language(s),8495
Northwest Territories,Knowledge of official languages,Total population,41060
Northwest Territories,Knowledge of official languages,   English only,37010
Northwest Territories,Knowledge of official languages,   French only,50
Northwest Territories,Knowledge of official languages,   English and French,3665
Northwest Territories,Knowledge of official languages,   Neither English nor French,325
Northwest Territories,Language spoken most often at home,Total population,41060
Northwest Territories,Language spoken most often at home,   English,36795
Northwest Territories,Language spoken most often at home,   French,445
Northwest Territories,Language spoken most often at home,   Non-official language,3570
Northwest Territories,Language spoken most often at home,   English and French,30
Northwest Territories,Language spoken most often at home,   English and non-official language,210
Northwest Territories,Language spoken most often at home,   French and non-official language,0
Northwest Territories,Language spoken most often at home,"   English, French and non-official language",0
Northwest Territories,Immigrant status and period of immigration,Total population,41060
Northwest Territories,Immigrant status and period of immigration,   Non-immigrants,37985
Northwest Territories,Immigrant status and period of immigration,   Immigrants,2810
Northwest Territories,Immigrant status and period of immigration,      Before 1991,1465
Northwest Territories,Immigrant status and period of immigration,      1991 to 2000,745
Northwest Territories,Immigrant status and period of immigration,      2001 to 2006,600
Northwest Territories,Immigrant status and period of immigration,   Non-permanent residents,260
Northwest Territories,Citizenship,Total population,41055
Northwest Territories,Citizenship,   Canadian citizens,39990
Northwest Territories,Citizenship,      Canadian citizens under age 18,11920
Northwest Territories,Citizenship,      Canadian citizens age 18 and over,28070
Northwest Territories,Citizenship,   Not Canadian citizens,1065
Northwest Territories,Generation status,Total population 15 years and over,31135
Northwest Territories,Generation status,   1st generation,2910
Northwest Territories,Generation status,   2nd generation,2970
Northwest Territories,Generation status,   3rd generation or more,25260
Northwest Territories,Mobility status - Place of residence 1 year ago,Total population 1 year and over,40370
Northwest Territories,Mobility status - Place of residence 1 year ago,   Lived at the same address 1 year ago,31960
Northwest Territories,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses within the same census subdivision (municipality)",5365
Northwest Territories,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses from another census subdivision (municipality) within the same province or territory",970
Northwest Territories,Mobility status - Place of residence 1 year ago,   Lived in a different province or territory 1 year ago,1910
Northwest Territories,Mobility status - Place of residence 1 year ago,   Lived in a different country 1 year ago,160
Northwest Territories,Mobility status - Place of residence 5 years ago,Total population 5 years and over,37825
Northwest Territories,Mobility status - Place of residence 5 years ago,   Lived at the same address 5 years ago,18995
Northwest Territories,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses within the same census subdivision (municipality)",9740
Northwest Territories,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses from another census subdivision (municipality) within the same province or territory",2035
Northwest Territories,Mobility status - Place of residence 5 years ago,   Lived in a different province or territory 5 years ago,6360
Northwest Territories,Mobility status - Place of residence 5 years ago,   Lived in a different country 5 years ago,695
Northwest Territories,Aboriginal population,Total Aboriginal and non-Aboriginal identity population,41055
Northwest Territories,Aboriginal population,   Aboriginal identity population,20635
Northwest Territories,Aboriginal population,   Non-Aboriginal identity population,20420
Northwest Territories,Educational attainment,Total population 15 years and over,31135
Northwest Territories,Educational attainment,"   No certificate, diploma or degree",10265
Northwest Territories,Educational attainment,   High school certificate or equivalent,6130
Northwest Territories,Educational attainment,   Apprenticeship or trades certificate or diploma,2940
Northwest Territories,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",6065
Northwest Territories,Educational attainment,   University certificate or diploma below the bachelor level,885
Northwest Territories,Educational attainment,"   University certificate, diploma or degree",4855
Northwest Territories,Educational attainment,Total population aged 15 to 24,6695
Northwest Territories,Educational attainment,"   No certificate, diploma or degree",3890
Northwest Territories,Educational attainment,   High school certificate or equivalent,1790
Northwest Territories,Educational attainment,   Apprenticeship or trades certificate or diploma,185
Northwest Territories,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",520
Northwest Territories,Educational attainment,   University certificate or diploma below the bachelor level,90
Northwest Territories,Educational attainment,"   University certificate, diploma or degree",220
Northwest Territories,Educational attainment,Total population aged 25 to 34,6370
Northwest Territories,Educational attainment,"   No certificate, diploma or degree",1475
Northwest Territories,Educational attainment,   High school certificate or equivalent,1270
Northwest Territories,Educational attainment,   Apprenticeship or trades certificate or diploma,580
Northwest Territories,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",1420
Northwest Territories,Educational attainment,   University certificate or diploma below the bachelor level,175
Northwest Territories,Educational attainment,"   University certificate, diploma or degree",1440
Northwest Territories,Educational attainment,Total population aged 35 to 64,16270
Northwest Territories,Educational attainment,"   No certificate, diploma or degree",3740
Northwest Territories,Educational attainment,   High school certificate or equivalent,2920
Northwest Territories,Educational attainment,   Apprenticeship or trades certificate or diploma,2020
Northwest Territories,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",3950
Northwest Territories,Educational attainment,   University certificate or diploma below the bachelor level,550
Northwest Territories,Educational attainment,"   University certificate, diploma or degree",3080
Northwest Territories,Major field of study,Total population 15 years and over,31135
Northwest Territories,Major field of study,"   No postsecondary certificate, diploma or degree",16395
Northwest Territories,Major field of study,   Education,1570
Northwest Territories,Major field of study,"   Visual and performing arts, and communications technologies",320
Northwest Territories,Major field of study,   Humanities,635
Northwest Territories,Major field of study,   Social and behavioural sciences and law,1365
Northwest Territories,Major field of study,"   Business, management and public administration",2990
Northwest Territories,Major field of study,   Physical and life sciences and technologies,465
Northwest Territories,Major field of study,"   Mathematics, computer and information sciences",335
Northwest Territories,Major field of study,"   Architecture, engineering, and related technologies",3320
Northwest Territories,Major field of study,"   Agriculture, natural resources and conservation",530
Northwest Territories,Major field of study,"   Health, parks, recreation and fitness",1610
Northwest Territories,Major field of study,"   Personal, protective and transportation services",1590
Northwest Territories,Major field of study,   Other,10
Northwest Territories,Location of study,Total population 15 years and over,31135
Northwest Territories,Location of study,"   No postsecondary certificate, diploma or degree",16395
Northwest Territories,Location of study,"   Postsecondary certificate, diploma or degree",14740
Northwest Territories,Location of study,      Inside Canada,13635
Northwest Territories,Location of study,      Outside Canada,1105
Northwest Territories,Labour force activity,Total population 15 years and over,31135
Northwest Territories,Labour force activity,   In the labour force,23825
Northwest Territories,Labour force activity,      Employed,21350
Northwest Territories,Labour force activity,      Unemployed,2475
Northwest Territories,Labour force activity,   Not in the labour force,7310
Northwest Territories,Labour force activity,Participation rate,76.5
Northwest Territories,Labour force activity,Employment rate,68.6
Northwest Territories,Labour force activity,Unemployment rate,10.4
Northwest Territories,Occupation,Total experienced labour force 15 years and over,23445
Northwest Territories,Occupation,   A  Management occupations,2855
Northwest Territories,Occupation,"   B  Business, finance and administration occupations",4185
Northwest Territories,Occupation,   C  Natural and applied sciences and related occupations,1695
Northwest Territories,Occupation,   D  Health occupations,1010
Northwest Territories,Occupation,"   E  Occupations in social science, education, government service and religion",2585
Northwest Territories,Occupation,"   F  Occupations in art, culture, recreation and sport",710
Northwest Territories,Occupation,   G  Sales and service occupations,5300
Northwest Territories,Occupation,"   H  Trades, transport and equipment operators and related occupations",4270
Northwest Territories,Occupation,   I  Occupations unique to primary industry,640
Northwest Territories,Occupation,"   J  Occupations unique to processing, manufacturing and utilities",210
Northwest Territories,Industry,Total experienced labour force 15 years and over,23450
Northwest Territories,Industry,   Agriculture and other resource-based industries,2130
Northwest Territories,Industry,   Construction,1610
Northwest Territories,Industry,   Manufacturing,360
Northwest Territories,Industry,   Wholesale trade,380
Northwest Territories,Industry,   Retail trade,2200
Northwest Territories,Industry,   Finance and real estate,860
Northwest Territories,Industry,   Health care and social services,2145
Northwest Territories,Industry,   Educational services,1680
Northwest Territories,Industry,   Business services,4270
Northwest Territories,Industry,   Other services,7810
Northwest Territories,Unpaid work,Population 15 years and over reporting hours of unpaid work,28490
Northwest Territories,Unpaid work,Population 15 years and over reporting hours of unpaid housework,27980
Northwest Territories,Unpaid work,Population 15 years and over reporting hours looking after children without pay,13590
Northwest Territories,Unpaid work,Population 15 years and over reporting hours of unpaid care or assistance to seniors,4700
Northwest Territories,Language used most often at work,Total population 15 years and over who worked since 2005,26030
Northwest Territories,Language used most often at work,   English,25255
Northwest Territories,Language used most often at work,   French,190
Northwest Territories,Language used most often at work,   Non-official language,465
Northwest Territories,Language used most often at work,   English and French,25
Northwest Territories,Language used most often at work,   English and non-official language,85
Northwest Territories,Language used most often at work,   French and non-official language,0
Northwest Territories,Language used most often at work,"   English, French and non-official language",0
Northwest Territories,Place of work status,Total employed labour force 15 years and over,21350
Northwest Territories,Place of work status,   Worked at home,805
Northwest Territories,Place of work status,   Worked outside Canada,10
Northwest Territories,Place of work status,   No fixed workplace address,1825
Northwest Territories,Place of work status,   Worked at usual place,18710
Northwest Territories,Place of work status,      Worked in census subdivision (municipality) of residence,17135
Northwest Territories,Place of work status,      Worked in a different census subdivision (municipality) within the census division (county) of residence,1410
Northwest Territories,Place of work status,      Worked in a different census division (county),30
Northwest Territories,Place of work status,      Worked in a different province,130
Northwest Territories,Mode of transportation to work,Total employed labour force 15 years and over with a usual place of work or no fixed workplace address,20540
Northwest Territories,Mode of transportation to work,"   Car, truck, van, as driver",10920
Northwest Territories,Mode of transportation to work,"   Car, truck, van, as passenger",2070
Northwest Territories,Mode of transportation to work,   Public transit,145
Northwest Territories,Mode of transportation to work,   Walked or bicycled,5830
Northwest Territories,Mode of transportation to work,   All other modes,1570
Northwest Territories,Visible minority population characteristics,Total population,41055
Northwest Territories,Visible minority population characteristics,   Total visible minority population,2265
Northwest Territories,Visible minority population characteristics,      Chinese,315
Northwest Territories,Visible minority population characteristics,      South Asian,210
Northwest Territories,Visible minority population characteristics,      Black,375
Northwest Territories,Visible minority population characteristics,      Filipino,695
Northwest Territories,Visible minority population characteristics,      Latin American,85
Northwest Territories,Visible minority population characteristics,      Southeast Asian,355
Northwest Territories,Visible minority population characteristics,      Arab,85
Northwest Territories,Visible minority population characteristics,      West Asian,40
Northwest Territories,Visible minority population characteristics,      Korean,15
Northwest Territories,Visible minority population characteristics,      Japanese,15
Northwest Territories,Visible minority population characteristics,"      Visible minority, n.i.e.",30
Northwest Territories,Visible minority population characteristics,      Multiple visible minority,40
Northwest Territories,Visible minority population characteristics,   Not a visible minority,38790
Northwest Territories,Earnings in 2005,Persons 15 years and over with earnings (counts),25255
Northwest Territories,Earnings in 2005,   Median earnings - Persons 15 years and over ($),39981
Northwest Territories,Earnings in 2005,"      Persons 15 years and over with earnings who worked full year, full time (counts)",13845
Northwest Territories,Earnings in 2005,"         Median earnings - Persons 15 years and over who worked full year, full time ($)",60119
Northwest Territories,Income in 2005,Persons 15 years and over with income (counts),29535
Northwest Territories,Income in 2005,   Median income - Persons 15 years and over ($),35006
Northwest Territories,Income in 2005,   Median income after tax - Persons 15 years and over ($),31135
Northwest Territories,Income in 2005,   Composition of total income (100%),100
Northwest Territories,Income in 2005,      Earnings - As a % of total income,90
Northwest Territories,Income in 2005,      Government transfers - As a % of total income,6.1
Northwest Territories,Income in 2005,      Other money - As a % of total income,3.9
Northwest Territories,Income in 2005,   Income status of all persons in private households (counts),0
Northwest Territories,Income in 2005,      % in low income before tax - All persons,0
Northwest Territories,Income in 2005,      % in low income after tax - All persons,0
Northwest Territories,Income in 2005,      % in low income before tax - Persons less than 18 years of age,0
Northwest Territories,Income in 2005,      % in low income after tax - Persons less than 18 years of age,0
Nunavut,Population and dwelling counts,Population in 2006,29474
Nunavut,Population and dwelling counts,Population in 2001,26745
Nunavut,Population and dwelling counts,2001 to 2006 population change (%),10.2
Nunavut,Population and dwelling counts,Total private dwellings,9041
Nunavut,Population and dwelling counts,Private dwellings occupied by usual residents,7855
Nunavut,Population and dwelling counts,Population density per square kilometre,0
Nunavut,Population and dwelling counts,Land area (square km),1932254.967
Nunavut,Age characteristics,Total population,29475
Nunavut,Age characteristics,   0 to 4 years,3425
Nunavut,Age characteristics,   5 to 9 years,3310
Nunavut,Age characteristics,   10 to 14 years,3260
Nunavut,Age characteristics,   15 to 19 years,3160
Nunavut,Age characteristics,   20 to 24 years,2460
Nunavut,Age characteristics,   25 to 29 years,2425
Nunavut,Age characteristics,   30 to 34 years,2165
Nunavut,Age characteristics,   35 to 39 years,2205
Nunavut,Age characteristics,   40 to 44 years,1860
Nunavut,Age characteristics,   45 to 49 years,1510
Nunavut,Age characteristics,   50 to 54 years,1245
Nunavut,Age characteristics,   55 to 59 years,1025
Nunavut,Age characteristics,   60 to 64 years,605
Nunavut,Age characteristics,   65 to 69 years,355
Nunavut,Age characteristics,   70 to 74 years,230
Nunavut,Age characteristics,   75 to 79 years,125
Nunavut,Age characteristics,   80 to 84 years,60
Nunavut,Age characteristics,   85 years and over,45
Nunavut,Age characteristics,Median age of the population,23.1
Nunavut,Age characteristics,% of the population aged 15 and over,66.1
Nunavut,Common-law status characteristics,Total population 15 years and over,19470
Nunavut,Common-law status characteristics,   Not in a common-law relationship,15045
Nunavut,Common-law status characteristics,   In a common-law relationship,4425
Nunavut,Legal marital status characteristics,Total population 15 years and over,19470
Nunavut,Legal marital status characteristics,   Never legally married (single),11955
Nunavut,Legal marital status characteristics,   Legally married (and not separated),6045
Nunavut,Legal marital status characteristics,"   Separated, but still legally married",420
Nunavut,Legal marital status characteristics,   Divorced,465
Nunavut,Legal marital status characteristics,   Widowed,590
Nunavut,Occupied private dwelling characteristics,Total private dwellings occupied by usual residents,7855
Nunavut,Occupied private dwelling characteristics,   Single-detached houses - as a % of total occupied private dwellings,53.2
Nunavut,Occupied private dwelling characteristics,   Semi-detached houses - as a % of total occupied private dwellings,10.4
Nunavut,Occupied private dwelling characteristics,   Row houses - as a % of total occupied private dwellings,22.6
Nunavut,Occupied private dwelling characteristics,"   Apartments, duplex - as a % of total occupied private dwellings",1.4
Nunavut,Occupied private dwelling characteristics,   Apartments in buildings with fewer than five storeys - as a % of total occupied private dwellings,9.4
Nunavut,Occupied private dwelling characteristics,   Apartments in buildings with five or more storeys - as a % of total occupied private dwellings,2.2
Nunavut,Occupied private dwelling characteristics,   Other dwellings - as a % of total occupied private dwellings,0.8
Nunavut,Occupied private dwelling characteristics,Number of owned dwellings,1785
Nunavut,Occupied private dwelling characteristics,Number of rented dwellings,6065
Nunavut,Occupied private dwelling characteristics,Number of dwellings constructed before 1986,3605
Nunavut,Occupied private dwelling characteristics,Number of dwellings constructed between 1986 and 2006,4255
Nunavut,Occupied private dwelling characteristics,Dwellings requiring major repair - as a % of total occupied private dwellings,20.2
Nunavut,Occupied private dwelling characteristics,Average number of rooms per dwelling,5
Nunavut,Occupied private dwelling characteristics,Dwellings with more than one person per room - as a % of total occupied private dwellings,18
Nunavut,Occupied private dwelling characteristics,Average value of owned dwelling ($),214817
Nunavut,Selected family characteristics,Total number of census families,7035
Nunavut,Selected family characteristics,   Number of married-couple families,2890
Nunavut,Selected family characteristics,   Number of common-law-couple families,2205
Nunavut,Selected family characteristics,   Number of lone-parent families,1940
Nunavut,Selected family characteristics,      Number of female lone-parent families,1445
Nunavut,Selected family characteristics,      Number of male lone-parent families,500
Nunavut,Selected family characteristics,Average number of persons in all census families,3.7
Nunavut,Selected family characteristics,   Average number of persons in married-couple families,4.3
Nunavut,Selected family characteristics,   Average number of persons in common-law-couple families,3.8
Nunavut,Selected family characteristics,   Average number of persons in lone-parent families,2.8
Nunavut,Selected family characteristics,      Average number of persons in female lone-parent families,2.9
Nunavut,Selected family characteristics,      Average number of persons in male lone-parent families,2.6
Nunavut,Selected family characteristics,Median income in 2005 - All census families ($),49270
Nunavut,Selected family characteristics,   Median income in 2005 - Married-couple families ($),80677
Nunavut,Selected family characteristics,   Median income in 2005 - Common-law-couple families ($),47851
Nunavut,Selected family characteristics,   Median income in 2005 - Lone-parent families ($),22576
Nunavut,Selected family characteristics,      Median income in 2005 - Female lone-parent families ($),22688
Nunavut,Selected family characteristics,      Median income in 2005 - Male lone-parent families ($),21632
Nunavut,Selected family characteristics,Median after-tax income in 2005 - All census families ($),44837
Nunavut,Selected family characteristics,   Median after-tax income in 2005 - Married-couple families ($),69006
Nunavut,Selected family characteristics,   Median after-tax income in 2005 - Common-law-couple families ($),43788
Nunavut,Selected family characteristics,   Median after-tax income in 2005 - Lone-parent families ($),21904
Nunavut,Selected family characteristics,      Median after-tax income in 2005 - Female lone-parent families ($),22069
Nunavut,Selected family characteristics,      Median after-tax income in 2005 - Male lone-parent families ($),20864
Nunavut,Selected household characteristics,Total private households,7855
Nunavut,Selected household characteristics,   Households containing a couple (married or common-law) with children,3300
Nunavut,Selected household characteristics,   Households containing a couple (married or common-law) without children,855
Nunavut,Selected household characteristics,   One-person households,1440
Nunavut,Selected household characteristics,   Other household types,2265
Nunavut,Selected household characteristics,Median income in 2005 - All private households ($),60221
Nunavut,Selected household characteristics,   Median income in 2005 - Couple households with children ($),64448
Nunavut,Selected household characteristics,   Median income in 2005 - Couple households without children ($),113920
Nunavut,Selected household characteristics,   Median income in 2005 - One-person households ($),40118
Nunavut,Selected household characteristics,   Median income in 2005 - Other household types ($),51152
Nunavut,Selected household characteristics,Median after-tax income in 2005 - All private households ($),53195
Nunavut,Selected household characteristics,   Median after-tax income in 2005 - Couple households with children ($),57088
Nunavut,Selected household characteristics,   Median after-tax income in 2005 - Couple households without children ($),93338
Nunavut,Selected household characteristics,   Median after-tax income in 2005 - One-person households ($),34592
Nunavut,Selected household characteristics,   Median after-tax income in 2005 - Other household types ($),46635
Nunavut,Selected household characteristics,Median monthly payments for rented dwellings ($),262
Nunavut,Selected household characteristics,Median monthly payments for owner-occupied dwellings ($),1000
Nunavut,Selected household characteristics,Average household size,3.7
Nunavut,Mother tongue,Total population,29325
Nunavut,Mother tongue,   English only,7765
Nunavut,Mother tongue,   French only,370
Nunavut,Mother tongue,   English and French,20
Nunavut,Mother tongue,   Other language(s),21170
Nunavut,Knowledge of official languages,Total population,29325
Nunavut,Knowledge of official languages,   English only,25830
Nunavut,Knowledge of official languages,   French only,20
Nunavut,Knowledge of official languages,   English and French,1165
Nunavut,Knowledge of official languages,   Neither English nor French,2310
Nunavut,Language spoken most often at home,Total population,29325
Nunavut,Language spoken most often at home,   English,12955
Nunavut,Language spoken most often at home,   French,205
Nunavut,Language spoken most often at home,   Non-official language,15810
Nunavut,Language spoken most often at home,   English and French,15
Nunavut,Language spoken most often at home,   English and non-official language,315
Nunavut,Language spoken most often at home,   French and non-official language,25
Nunavut,Language spoken most often at home,"   English, French and non-official language",0
Nunavut,Immigrant status and period of immigration,Total population,29325
Nunavut,Immigrant status and period of immigration,   Non-immigrants,28820
Nunavut,Immigrant status and period of immigration,   Immigrants,450
Nunavut,Immigrant status and period of immigration,      Before 1991,295
Nunavut,Immigrant status and period of immigration,      1991 to 2000,100
Nunavut,Immigrant status and period of immigration,      2001 to 2006,50
Nunavut,Immigrant status and period of immigration,   Non-permanent residents,50
Nunavut,Citizenship,Total population,29325
Nunavut,Citizenship,   Canadian citizens,29175
Nunavut,Citizenship,      Canadian citizens under age 18,11970
Nunavut,Citizenship,      Canadian citizens age 18 and over,17205
Nunavut,Citizenship,   Not Canadian citizens,150
Nunavut,Generation status,Total population 15 years and over,19340
Nunavut,Generation status,   1st generation,510
Nunavut,Generation status,   2nd generation,590
Nunavut,Generation status,   3rd generation or more,18235
Nunavut,Mobility status - Place of residence 1 year ago,Total population 1 year and over,28670
Nunavut,Mobility status - Place of residence 1 year ago,   Lived at the same address 1 year ago,24180
Nunavut,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses within the same census subdivision (municipality)",2670
Nunavut,Mobility status - Place of residence 1 year ago,"   Lived within the same province or territory 1 year ago, but changed addresses from another census subdivision (municipality) within the same province or territory",815
Nunavut,Mobility status - Place of residence 1 year ago,   Lived in a different province or territory 1 year ago,950
Nunavut,Mobility status - Place of residence 1 year ago,   Lived in a different country 1 year ago,55
Nunavut,Mobility status - Place of residence 5 years ago,Total population 5 years and over,25905
Nunavut,Mobility status - Place of residence 5 years ago,   Lived at the same address 5 years ago,14970
Nunavut,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses within the same census subdivision (municipality)",6665
Nunavut,Mobility status - Place of residence 5 years ago,"   Lived within the same province or territory 5 years ago, but changed addresses from another census subdivision (municipality) within the same province or territory",1735
Nunavut,Mobility status - Place of residence 5 years ago,   Lived in a different province or territory 5 years ago,2425
Nunavut,Mobility status - Place of residence 5 years ago,   Lived in a different country 5 years ago,110
Nunavut,Aboriginal population,Total Aboriginal and non-Aboriginal identity population,29325
Nunavut,Aboriginal population,   Aboriginal identity population,24915
Nunavut,Aboriginal population,   Non-Aboriginal identity population,4410
Nunavut,Educational attainment,Total population 15 years and over,19340
Nunavut,Educational attainment,"   No certificate, diploma or degree",11080
Nunavut,Educational attainment,   High school certificate or equivalent,2110
Nunavut,Educational attainment,   Apprenticeship or trades certificate or diploma,1345
Nunavut,Educational attainment,"   College, CEGEP or other non-university certificate or diploma",2740
Nunavut,Educational attainment,   University certificate or diploma below the bachelor level,315
