GEO_NAME,CHARACTERISTIC_NAME,Total
Yukon,    61 Educational services,1730
Yukon,    62 Health care and social assistance,2745
Yukon,"    71 Arts, entertainment and recreation",635
Yukon,    72 Accommodation and food services,1285
Yukon,    81 Other services (except public administration),945
Yukon,    91 Public administration,5785
Yukon,"Total - All languages used at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",25520
Yukon,  English,24080
Yukon,  French,225
Yukon,  Non-official language,60
Yukon,    Indigenous,0
Yukon,    Non-Indigenous,60
Yukon,  English and French,705
Yukon,  English and non-official language(s),425
Yukon,  French and non-official language(s),0
Yukon,"  English, French and non-official language(s)",30
Yukon,  Multiple non-official languages,0
Yukon,"Total - Language used most often at work for the population aged 15 years and over who worked since January 1, 2020, in private households, 2021 Census - 25% sample data",25520
Yukon,  Single responses,25380
Yukon,    Official languages,25290
Yukon,      English,24970
Yukon,      French,315
Yukon,    Non-official languages,95
Yukon,      Indigenous languages,15
Yukon,        Algonquian languages,0
Yukon,          Blackfoot,0
Yukon,          Cree-Innu languages,0
Yukon,            Atikamekw,0
Yukon,            Cree languages,0
Yukon,              Ililimowin (Moose Cree),0
Yukon,              Inu Ayimun (Southern East Cree),0
Yukon,              Iyiyiw-Ayimiwin (Northern East Cree),0
Yukon,              Nehinawewin (Swampy Cree),0
Yukon,              Nehiyawewin (Plains Cree),0
Yukon,              Nihithawiwin (Woods Cree),0
Yukon,"              Cree, n.o.s.",0
Yukon,            Innu (Montagnais),0
Yukon,            Naskapi,0
Yukon,          Eastern Algonquian languages,0
Yukon,            Mi'kmaq,0
Yukon,            Wolastoqewi (Malecite),0
Yukon,          Ojibway-Potawatomi languages,0
Yukon,            Anicinabemowin (Algonquin),0
Yukon,            Oji-Cree,0
Yukon,            Ojibway languages,0
Yukon,              Anishinaabemowin (Chippewa),0
Yukon,              Daawaamwin (Odawa),0
Yukon,              Saulteau (Western Ojibway),0
Yukon,"              Ojibway, n.o.s.",0
Yukon,"          Algonquian languages, n.i.e.",0
Yukon,        Athabaskan languages,15
Yukon,          Northern Athabaskan languages,10
Yukon,            Dakelh (Carrier),0
Yukon,            Dane-zaa (Beaver),0
Yukon,"            Dene, n.o.s.",0
Yukon,            Gwich'in,0
Yukon,            Slavey-Hare languages,0
Yukon,              Deh Gah Ghotie Zhatie (South Slavey),0
Yukon,              Satuotine Yati (North Slavey),0
Yukon,"              Slavey, n.o.s.",0
Yukon,            Tahltan languages,10
Yukon,            Tlicho (Dogrib),0
Yukon,            Tse'khene (Sekani),0
Yukon,            Tsilhqot'in (Chilcotin),0
Yukon,            Tsuu T'ina (Sarsi),0
Yukon,            Tutchone languages,0
Yukon,              Northern Tutchone,0
Yukon,              Southern Tutchone,0
Yukon,"              Tutchone, n.o.s.",0
Yukon,            Wetsuwet'en-Babine,0
Yukon,          Tlingit,10
Yukon,"          Athabaskan languages, n.i.e.",0
Yukon,        Haida,0
Yukon,        Inuktut (Inuit) languages,0
Yukon,          Inuinnaqtun (Inuvialuktun),0
Yukon,            Inuinnaqtun,0
Yukon,            Inuvialuktun,0
Yukon,          Inuktitut,0
Yukon,"          Inuktut (Inuit) languages, n.i.e.",0
Yukon,        Iroquoian languages,0
Yukon,          Mohawk,0
Yukon,          Oneida,0
Yukon,"          Iroquoian languages, n.i.e.",0
Yukon,        Ktunaxa (Kutenai),0
Yukon,        Michif,0
Yukon,        Salish languages,0
Yukon,          Halkomelem,0
Yukon,          Lillooet,0
Yukon,          Ntlakapamux (Thompson),0
Yukon,          Secwepemctsin (Shuswap),0
Yukon,          Squamish,0
Yukon,          Straits,0
Yukon,          Syilx (Okanagan),0
Yukon,"          Salish languages, n.i.e.",0
Yukon,        Siouan languages,0
Yukon,          Assiniboine,0
Yukon,          Dakota,0
Yukon,          Stoney,0
Yukon,"          Siouan languages, n.i.e.",0
Yukon,        Tsimshian languages,0
Yukon,          Gitxsan (Gitksan),0
Yukon,          Nisga'a,0
Yukon,          Tsimshian,0
Yukon,        Wakashan languages,0
Yukon,          Haisla,0
Yukon,          Heiltsuk,0
Yukon,          Kwak'wala (Kwakiutl),0
Yukon,          Nuu-chah-nulth (Nootka),0
Yukon,"          Wakashan languages, n.i.e.",0
Yukon,"        Indigenous languages, n.i.e.",0
Yukon,"        Indigenous languages, n.o.s.",0
Yukon,      Non-Indigenous languages,75
Yukon,        Afro-Asiatic languages,0
Yukon,          Berber languages,0
Yukon,            Kabyle,0
Yukon,            Tamazight,0
Yukon,"            Berber languages, n.i.e.",0
Yukon,          Chadic languages,0
Yukon,          Coptic,0
Yukon,          Cushitic languages,0
Yukon,            Bilen,0
Yukon,            Oromo,0
Yukon,            Somali,0
Yukon,"            Cushitic languages, n.i.e.",0
Yukon,          Semitic languages,0
Yukon,            Amharic,0
Yukon,            Arabic,0
Yukon,            Aramaic languages,0
Yukon,              Assyrian Neo-Aramaic,0
Yukon,              Chaldean Neo-Aramaic,0
Yukon,"              Aramaic, n.o.s.",0
Yukon,            Hebrew,0
Yukon,            Tigrigna,0
Yukon,"            Semitic languages, n.i.e.",0
Yukon,        Austro-Asiatic languages,0
Yukon,          Khmer (Cambodian),0
Yukon,          Vietnamese,0
Yukon,"          Austro-Asiatic languages, n.i.e.",0
Yukon,        Austronesian languages,0
Yukon,          Bikol,0
Yukon,"          Bisaya, n.o.s.",0
Yukon,          Cebuano,0
Yukon,          Hiligaynon,0
Yukon,          Ilocano,0
Yukon,          Indonesian,0
Yukon,          Kankanaey,0
Yukon,          Malagasy languages,0
Yukon,          Malay,0
Yukon,"          Pampangan (Kapampangan, Pampango)",0
Yukon,          Pangasinan,0
Yukon,"          Tagalog (Pilipino, Filipino)",0
Yukon,"          Austronesian languages, n.i.e.",0
Yukon,        Creole languages,0
Yukon,          Haitian Creole,0
Yukon,          Jamaican English Creole,0
Yukon,          Morisyen,0
Yukon,"          Creole, n.o.s.",0
Yukon,"          Creole languages, n.i.e.",0
Yukon,        Dravidian languages,0
Yukon,          Kannada,0
Yukon,          Malayalam,0
Yukon,          Tamil,0
Yukon,          Telugu,0
Yukon,"          Dravidian languages, n.i.e.",0
Yukon,        Georgian,0
Yukon,        Indo-European languages,25
Yukon,          Albanian,0
Yukon,          Armenian,0
Yukon,          Balto-Slavic languages,0
Yukon,            Baltic languages,0
Yukon,              Latvian,0
Yukon,              Lithuanian,0
Yukon,            Slavic languages,0
Yukon,              Bulgarian,0
Yukon,              Czech,0
Yukon,              Macedonian,0
Yukon,              Polish,0
Yukon,              Russian,0
Yukon,              Serbo-Croatian,0
Yukon,                Bosnian,0
Yukon,                Croatian,0
Yukon,                Serbian,0
Yukon,"                Serbo-Croatian, n.i.e.",0
Yukon,              Slovak,0
Yukon,              Slovene (Slovenian),0
Yukon,              Ukrainian,0
Yukon,"              Slavic languages, n.i.e.",0
Yukon,          Celtic languages,0
Yukon,            Scottish Gaelic,0
Yukon,"            Celtic languages, n.i.e.",0
Yukon,          Germanic languages,15
Yukon,            Frisian,0
Yukon,            High German languages,15
Yukon,              German,10
Yukon,              Pennsylvania German,0
Yukon,              Swiss German,0
Yukon,              Yiddish,0
Yukon,            Low Saxon-Low Franconian languages,0
Yukon,              Afrikaans,0
Yukon,              Dutch,0
Yukon,"              Low German, n.o.s.",0
Yukon,              Low Saxon,0
Yukon,              Plautdietsch,0
Yukon,              Vlaams (Flemish),0
Yukon,            Scandinavian languages,0
Yukon,              Danish,0
Yukon,              Icelandic,0
Yukon,              Norwegian,0
Yukon,              Swedish,0
Yukon,"            Germanic languages, n.i.e.",0
Yukon,          Greek,0
Yukon,          Indo-Iranian languages,0
Yukon,            Indo-Aryan languages,0
Yukon,              Bengali,0
Yukon,              Gujarati,0
Yukon,              Hindi,0
Yukon,              Kacchi,0
Yukon,              Marathi,0
Yukon,              Nepali,0
Yukon,              Punjabi (Panjabi),0
Yukon,              Sindhi,0
Yukon,              Sinhala (Sinhalese),0
Yukon,              Urdu,0
Yukon,"              Indo-Aryan languages, n.i.e.",0
Yukon,            Iranian languages,0
Yukon,              Kurdish,0
Yukon,              Pashto,0
Yukon,              Persian languages,0
Yukon,                Dari,0
Yukon,                Iranian Persian,0
Yukon,"                Persian (Farsi), n.o.s.",0
Yukon,"              Iranian languages, n.i.e.",0
Yukon,"            Indo-Iranian languages, n.i.e.",0
Yukon,          Italic (Romance) languages,0
Yukon,            Catalan,0
Yukon,            Italian,0
Yukon,            Portuguese,0
Yukon,            Romanian,0
Yukon,            Spanish,0
Yukon,"            Italic (Romance) languages, n.i.e.",0
Yukon,"          Indo-European languages, n.i.e.",0
Yukon,        Japanese,0
Yukon,        Korean,0
Yukon,        Mongolian,0
Yukon,        Niger-Congo languages,0
Yukon,          Akan (Twi),0
Yukon,          Edo,0
Yukon,"          Fulah (Pular, Pulaar, Fulfulde)",0
Yukon,          Ga,0
Yukon,          Ganda,0
Yukon,          Igbo,0
Yukon,          Kinyarwanda (Rwanda),0
Yukon,          Lingala,0
Yukon,          Rundi (Kirundi),0
Yukon,          Shona,0
Yukon,          Swahili,0
Yukon,          Wolof,0
Yukon,          Yoruba,0
Yukon,"          Niger-Congo languages, n.i.e.",0
Yukon,        Nilo-Saharan languages,0
Yukon,          Dinka,0
Yukon,"          Nilo-Saharan languages, n.i.e.",0
Yukon,        Sign languages,0
Yukon,          American Sign Language,0
Yukon,          Quebec Sign Language,0
Yukon,"          Sign languages, n.i.e.",0
Yukon,        Sino-Tibetan languages,50
Yukon,          Chinese languages,50
Yukon,            Hakka,0
Yukon,            Mandarin,0
Yukon,            Min Dong,0
Yukon,"            Min Nan (Chaochow, Teochow, Fukien, Taiwanese)",0
Yukon,            Wu (Shanghainese),0
Yukon,            Yue (Cantonese),45
Yukon,"            Chinese, n.o.s.",0
Yukon,"            Chinese languages, n.i.e.",0
Yukon,          Tibeto-Burman languages,0
Yukon,            Burmese,0
Yukon,            Karenic languages,0
Yukon,              S'gaw Karen,0
Yukon,"              Karenic languages, n.i.e.",0
Yukon,            Tibetan,0
Yukon,"            Tibeto-Burman languages, n.i.e.",0
Yukon,"          Sino-Tibetan languages, n.i.e.",0
Yukon,        Tai-Kadai languages,0
Yukon,          Lao,0
Yukon,          Thai,0
Yukon,"          Tai-Kadai languages, n.i.e.",0
Yukon,        Turkic languages,0
Yukon,          Azerbaijani,0
Yukon,          Turkish,0
Yukon,          Uyghur,0
Yukon,          Uzbek,0
Yukon,"          Turkic languages, n.i.e.",0
Yukon,        Uralic languages,0
Yukon,          Estonian,0
Yukon,          Finnish,0
Yukon,          Hungarian,0
Yukon,"        Other languages, n.i.e.",0
Yukon,  Multiple responses,140
Yukon,    English and French,90
Yukon,    English and non-official language(s),50
Yukon,    French and non-official language(s),0
Yukon,"    English, French and non-official language(s)",0
Yukon,    Multiple non-official languages,0
Yukon,"Total - Other language(s) used regularly at work for the population in private households aged 15 years and over who worked since January 1, 2020 - 25% sample data",25520
Yukon,  None,24485
Yukon,  English,125
Yukon,  French,540
Yukon,  Non-official language,345
Yukon,    Indigenous,125
Yukon,    Non-Indigenous,220
Yukon,  English and French,0
Yukon,  English and non-official language(s),0
Yukon,  French and non-official language(s),15
Yukon,"  English, French and non-official language(s)",0
Yukon,  Multiple non-official languages,10
Yukon,Total - Place of work status for the employed labour force aged 15 years and over - 25% sample data,21905
Yukon,  Worked at home,2495
Yukon,  Worked outside Canada,15
Yukon,  No fixed workplace address,2615
Yukon,  Usual place of work,16785
Yukon,Total - Commuting destination for the employed labour force aged 15 years and over with a usual place of work - 25% sample data,16780
Yukon,  Commute within census subdivision (CSD) of residence,13810
Yukon,  Commute to a different census subdivision (CSD) within census division (CD) of residence,2205
Yukon,  Commute to a different census subdivision (CSD) and census division (CD) within province or territory of residence,0
Yukon,  Commute to a different province or territory,770
Yukon,Total - Main mode of commuting for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,19395
Yukon,"  Car, truck or van",16410
Yukon,"    Car, truck or van - as a driver",15050
Yukon,"    Car, truck or van - as a passenger",1360
Yukon,  Public transit,485
Yukon,  Walked,1675
Yukon,  Bicycle,470
Yukon,  Other method,360
Yukon,Total - Commuting duration for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,19395
Yukon,  Less than 15 minutes,10020
Yukon,  15 to 29 minutes,7180
Yukon,  30 to 44 minutes,1275
Yukon,  45 to 59 minutes,435
Yukon,  60 minutes and over,485
Yukon,Total - Time leaving for work for the employed labour force aged 15 years and over with a usual place of work or no fixed workplace address - 25% sample data,19395
Yukon,  Between 5 a.m. and 5:59 a.m.,520
Yukon,  Between 6 a.m. and 6:59 a.m.,2060
Yukon,  Between 7 a.m. and 7:59 a.m.,6045
Yukon,  Between 8 a.m. and 8:59 a.m.,6875
Yukon,  Between 9 a.m. and 11:59 a.m.,2120
Yukon,  Between 12 p.m. and 4:59 a.m.,1780
Northwest Territories,Total - Income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data,31915
Northwest Territories,  Number of total income recipients aged 15 years and over in private households in 2020 - 25% sample data,31735
Northwest Territories,    Average total income in 2020 among recipients ($),69400
Northwest Territories,  Number of after-tax income recipients aged 15 years and over in private households in 2020 - 25% sample data,31735
Northwest Territories,    Average after-tax income in 2020 among recipients ($),58300
Northwest Territories,  Number of market income recipients aged 15 years and over in private households in 2020 - 25% sample data,27435
Northwest Territories,    Average market income in 2020 among recipients ($),69900
Northwest Territories,  Number of employment income recipients aged 15 years and over in private households in 2020 - 25% sample data,25555
Northwest Territories,    Average employment income in 2020 among recipients ($),68800
Northwest Territories,  Number of government transfers recipients aged 15 years and over in private households in 2020 - 25% sample data,31665
Northwest Territories,    Average government transfers in 2020 among recipients ($),8970
Northwest Territories,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2020 - 25% sample data,3105
Northwest Territories,    Average employment insurance benefits in 2020 among recipients ($),8100
Northwest Territories,  Number of COVID-19 emergency and recovery benefits recipients aged 15 years and over in private households in 2020 - 25% sample data,9175
Northwest Territories,    Average COVID-19 emergency and recovery benefits in 2020 among recipients ($),9790
Northwest Territories,Total - Employment income statistics in 2020 for the population aged 15 years and over in private households - 25% sample data,31915
Northwest Territories,  Number of employment income recipients in 2020 who worked full-year full-time in 2020 - 25% sample data,13805
Northwest Territories,    Median employment income in 2020 for full-year full-time workers in 2020 ($),94000
Northwest Territories,    Average employment income in 2020 for full-year full-time workers in 2020 ($),96700
Northwest Territories,  Number of employment income recipients in 2020 who worked part-year or part-time in 2020 - 25% sample data,7695
Northwest Territories,    Median employment income in 2020 of those who worked part-year or part-time in 2020 ($),25800
Northwest Territories,    Average employment income in 2020 of those who worked part-year or part-time in 2020 ($),39520
Northwest Territories,Composition of total income in 2020 of the population aged 15 years and over in private households (%) - 25% sample data,100
Northwest Territories,  Market income (%),87.2
Northwest Territories,    Employment income (%),79.8
Northwest Territories,  Government transfers (%),12.9
Northwest Territories,    Employment insurance benefits (%),1.1
Northwest Territories,    COVID-19 - Government income support and benefits (%),4.5
Northwest Territories,      COVID-19 - Emergency and recovery benefits (%),4.1
Northwest Territories,Total - Income statistics in 2019 for the population aged 15 years and over in private households - 25% sample data,31915
Northwest Territories,  Number of total income recipients aged 15 years and over in private households in 2019 - 25% sample data,30320
Northwest Territories,    Average total income in 2019 among recipients ($),67800
Northwest Territories,  Number of after-tax income recipients aged 15 years and over in private households in 2019 - 25% sample data,30320
Northwest Territories,    Average after-tax income in 2019 among recipients ($),56750
Northwest Territories,  Number of market income recipients aged 15 years and over in private households in 2019 - 25% sample data,27460
Northwest Territories,    Average market income in 2019 among recipients ($),68400
Northwest Territories,  Number of employment income recipients aged 15 years and over in private households in 2019 - 25% sample data,25830
Northwest Territories,    Average employment income in 2019 among recipients ($),66500
Northwest Territories,  Number of government transfers recipients aged 15 years and over in private households in 2019 - 25% sample data,27875
Northwest Territories,    Average government transfers in 2019 among recipients ($),6285
Northwest Territories,  Number of employment insurance benefits recipients aged 15 years and over in private households in 2019 - 25% sample data,2885
Northwest Territories,    Average employment insurance benefits in 2019 among recipients ($),9160
Northwest Territories,Total - Employment income statistics in 2019 for the population aged 15 years and over in private households - 25% sample data,31915
Northwest Territories,  Number of employment income recipients in 2019 who worked full-year full-time in 2020 - 25% sample data,13670
Northwest Territories,    Median employment income in 2019 for full-year full-time workers in 2020 ($),90000
Northwest Territories,    Average employment income in 2019 for full-year full-time workers in 2020 ($),91000
Northwest Territories,  Number of employment income recipients in 2019 who worked part-year or part-time in 2020 - 25% sample data,7400
Northwest Territories,    Median employment income in 2019 of those who worked part-year or part-time in 2020 ($),29000
Northwest Territories,    Average employment income in 2019 of those who worked part-year or part-time in 2020 ($),44520
Northwest Territories,Composition of total income in 2019 of the population aged 15 years and over in private households (%) - 25% sample data,100
Northwest Territories,  Market income (%),91.4
Northwest Territories,    Employment income (%),83.6
Northwest Territories,  Government transfers (%),8.5
Northwest Territories,    Employment insurance benefits (%),1.3
Northwest Territories,Total - Income statistics for private households - 25% sample data,15210
Northwest Territories,  Average total income of household in 2020 ($),144800
Northwest Territories,  Average after-tax income of household in 2020 ($),121700
Northwest Territories,    Total - Income statistics for one-person private households - 25% sample data,3985
Northwest Territories,      Average total income of one-person households in 2020 ($),78200
Northwest Territories,      Average after-tax income of one-person households in 2020 ($),65300
Northwest Territories,    Total - Income statistics for two-or-more-persons private households - 25% sample data,11220
Northwest Territories,      Average total income of two-or-more-person households in 2020 ($),168600
Northwest Territories,      Average after-tax income of two-or-more-person households in 2020 ($),141800
Northwest Territories,Total - Income statistics for economic families in private households - 25% sample data,10680
Northwest Territories,  Average total income of economic family in 2020 ($),166000
Northwest Territories,  Average after-tax income of economic family in 2020 ($),139400
Northwest Territories,Total - Income statistics for couple-only economic families in private households - 25% sample data,3065
Northwest Territories,  Average total income of couple-only economic families in 2020 ($),167600
Northwest Territories,  Average after-tax income of couple-only economic families in 2020 ($),138000
Northwest Territories,Total - Income statistics for couple-with-children economic families in private households - 25% sample data,5010
Northwest Territories,  Average total income of couple-with-children economic families in 2020 ($),195400
Northwest Territories,  Average after-tax income of couple-with-children economic families in 2020 ($),163600
Northwest Territories,Total - Income statistics for one-parent economic families in private households - 25% sample data,2165
Northwest Territories,  Average total income of one-parent economic families in 2020 ($),99500
Northwest Territories,  Average after-tax income of one-parent economic families in 2020 ($),87700
Northwest Territories,Total - Income statistics for persons aged 15 years and over not in economic families in private households - 25% sample data,5815
Northwest Territories,  Average total income in 2020 ($),74000
Northwest Territories,  Average after-tax income in 2020 ($),62200
Northwest Territories,Total - Knowledge of languages for the population in private households - 25% sample data,40380
Northwest Territories,  Official languages,40160
Northwest Territories,    English,40000
Northwest Territories,    French,4445
Northwest Territories,  Non-official languages,10165
Northwest Territories,    Indigenous languages,5380
Northwest Territories,      Algonquian languages,240
Northwest Territories,        Blackfoot,0
Northwest Territories,        Cree-Innu languages,205
Northwest Territories,          Atikamekw,0
Northwest Territories,          Cree languages,205
Northwest Territories,            Ililimowin (Moose Cree),0
Northwest Territories,            Inu Ayimun (Southern East Cree),0
Northwest Territories,            Iyiyiw-Ayimiwin (Northern East Cree),0
Northwest Territories,            Nehinawewin (Swampy Cree),0
Northwest Territories,            Nehiyawewin (Plains Cree),70
Northwest Territories,            Nihithawiwin (Woods Cree),15
Northwest Territories,"            Cree, n.o.s.",115
Northwest Territories,          Innu (Montagnais),0
Northwest Territories,          Naskapi,0
Northwest Territories,        Eastern Algonquian languages,0
Northwest Territories,          Mi'kmaq,0
Northwest Territories,          Wolastoqewi (Malecite),0
Northwest Territories,        Ojibway-Potawatomi languages,50
Northwest Territories,          Anicinabemowin (Algonquin),0
Northwest Territories,          Oji-Cree,0
Northwest Territories,          Ojibway languages,45
Northwest Territories,            Anishinaabemowin (Chippewa),30
Northwest Territories,            Daawaamwin (Odawa),0
Northwest Territories,            Saulteau (Western Ojibway),0
Northwest Territories,"            Ojibway, n.o.s.",15
Northwest Territories,"        Algonquian languages, n.i.e.",0
Northwest Territories,      Athabaskan languages,4440
Northwest Territories,        Northern Athabaskan languages,4440
Northwest Territories,          Dakelh (Carrier),0
Northwest Territories,          Dane-zaa (Beaver),10
Northwest Territories,"          Dene, n.o.s.",600
Northwest Territories,          Gwich'in,170
Northwest Territories,          Slavey-Hare languages,1750
Northwest Territories,            Deh Gah Ghotie Zhatie (South Slavey),455
Northwest Territories,            Satuotine Yati (North Slavey),350
Northwest Territories,"            Slavey, n.o.s.",970
Northwest Territories,          Tahltan languages,0
Northwest Territories,            Kaska (Nahani),0
Northwest Territories,            Tahltan,0
Northwest Territories,          Tlicho (Dogrib),2050
Northwest Territories,          Tse'khene (Sekani),0
Northwest Territories,          Tsilhqot'in (Chilcotin),0
Northwest Territories,          Tsuu T'ina (Sarsi),0
Northwest Territories,          Tutchone languages,0
Northwest Territories,            Northern Tutchone,0
Northwest Territories,            Southern Tutchone,0
Northwest Territories,"            Tutchone, n.o.s.",0
Northwest Territories,          Wetsuwet'en-Babine,0
Northwest Territories,        Tlingit,0
Northwest Territories,"        Athabaskan languages, n.i.e.",0
Northwest Territories,      Haida,0
Northwest Territories,      Inuktut (Inuit) languages,705
Northwest Territories,        Inuinnaqtun (Inuvialuktun),505
Northwest Territories,          Inuinnaqtun,205
Northwest Territories,          Inuvialuktun,305
Northwest Territories,        Inuktitut,215
Northwest Territories,"        Inuktut (Inuit) languages, n.i.e.",10
Northwest Territories,      Iroquoian languages,0
Northwest Territories,        Cayuga,0
Northwest Territories,        Mohawk,0
Northwest Territories,        Oneida,0
Northwest Territories,"        Iroquoian languages, n.i.e.",0
Northwest Territories,      Ktunaxa (Kutenai),0
Northwest Territories,      Michif,10
Northwest Territories,      Salish languages,0
Northwest Territories,        Halkomelem,0
Northwest Territories,        Lillooet,10
Northwest Territories,        Ntlakapamux (Thompson),0
Northwest Territories,        Secwepemctsin (Shuswap),0
Northwest Territories,        Squamish,0
Northwest Territories,        Straits,0
Northwest Territories,        Syilx (Okanagan),0
Northwest Territories,"        Salish languages, n.i.e.",0
Northwest Territories,      Siouan languages,0
Northwest Territories,        Assiniboine,0
Northwest Territories,        Dakota,0
Northwest Territories,        Stoney,0
Northwest Territories,"        Siouan languages, n.i.e.",0
Northwest Territories,      Tsimshian languages,0
Northwest Territories,        Gitxsan (Gitksan),0
Northwest Territories,        Nisga'a,0
Northwest Territories,        Tsimshian,0
Northwest Territories,      Wakashan languages,0
Northwest Territories,        Haisla,0
Northwest Territories,        Heiltsuk,0
Northwest Territories,        Kwak'wala (Kwakiutl),0
Northwest Territories,        Nuu-chah-nulth (Nootka),0
Northwest Territories,"        Wakashan languages, n.i.e.",0
Northwest Territories,"      Indigenous languages, n.i.e.",40
Northwest Territories,"      Indigenous languages, n.o.s.",0
Northwest Territories,    Non-Indigenous languages,4830
Northwest Territories,      Afro-Asiatic languages,540
Northwest Territories,        Berber languages,40
Northwest Territories,          Kabyle,0
Northwest Territories,          Tamazight,45
Northwest Territories,"          Berber languages, n.i.e.",0
Northwest Territories,        Chadic languages,0
Northwest Territories,          Hausa,0
Northwest Territories,          Mina,0
Northwest Territories,        Coptic,0
Northwest Territories,        Cushitic languages,65
Northwest Territories,          Bilen,0
Northwest Territories,          Oromo,0
Northwest Territories,          Somali,65
Northwest Territories,"          Cushitic languages, n.i.e.",0
Northwest Territories,        Semitic languages,450
Northwest Territories,          Amharic,50
Northwest Territories,          Arabic,310
Northwest Territories,          Aramaic languages,0
Northwest Territories,            Assyrian Neo-Aramaic,0
Northwest Territories,            Chaldean Neo-Aramaic,0
Northwest Territories,"            Aramaic, n.o.s.",0
Northwest Territories,          Harari,0
Northwest Territories,          Hebrew,10
Northwest Territories,          Maltese,0
Northwest Territories,          Tigrigna,100
Northwest Territories,"          Semitic languages, n.i.e.",0
Northwest Territories,      Austro-Asiatic languages,255
Northwest Territories,        Khmer (Cambodian),10
Northwest Territories,        Vietnamese,250
Northwest Territories,"        Austro-Asiatic languages, n.i.e",0
Northwest Territories,      Austronesian languages,1300
Northwest Territories,        Bikol,0
Northwest Territories,"        Bisaya, n.o.s.",40
Northwest Territories,        Cebuano,85
Northwest Territories,        Fijian,0
Northwest Territories,        Hiligaynon,20
Northwest Territories,        Ilocano,120
Northwest Territories,        Indonesian,15
Northwest Territories,        Kankanaey,0
Northwest Territories,        Kinaray-a,0
Northwest Territories,        Malagasy languages,0
Northwest Territories,          Merina,0
Northwest Territories,"          Malagasy, n.o.s.",0
Northwest Territories,        Malay,0
Northwest Territories,"        Pampangan (Kapampangan, Pampango)",25
Northwest Territories,        Pangasinan,0
Northwest Territories,"        Tagalog (Pilipino, Filipino)",1255
Northwest Territories,        Waray-Waray,10
Northwest Territories,"        Austronesian languages, n.i.e.",55
Northwest Territories,      Creole languages,65
Northwest Territories,        Haitian Creole,0
Northwest Territories,        Jamaican English Creole,0
Northwest Territories,        Krio,25
Northwest Territories,        Morisyen,10
Northwest Territories,        Sango,0
Northwest Territories,"        Creole, n.o.s.",15
Northwest Territories,"        Creole languages, n.i.e.",10
Northwest Territories,      Dravidian languages,145
Northwest Territories,        Kannada,0
Northwest Territories,        Malayalam,95
Northwest Territories,        Tamil,80
Northwest Territories,        Telugu,0
Northwest Territories,        Tulu,0
Northwest Territories,"        Dravidian languages, n.i.e.",0
Northwest Territories,      Georgian,0
Northwest Territories,      Hmong-Mien languages,0
Northwest Territories,      Indo-European languages,1885
Northwest Territories,        Albanian,0
Northwest Territories,        Armenian,45
Northwest Territories,        Balto-Slavic languages,255
Northwest Territories,        Baltic languages,10
Northwest Territories,            Latvian,0
Northwest Territories,            Lithuanian,10
Northwest Territories,          Slavic languages,250
Northwest Territories,            Belarusian,0
Northwest Territories,            Bulgarian,20
Northwest Territories,            Czech,10
Northwest Territories,            Macedonian,10
Northwest Territories,            Polish,35
Northwest Territories,            Russian,105
Northwest Territories,            Rusyn,0
Northwest Territories,            Serbo-Croatian,25
Northwest Territories,              Bosnian,10
Northwest Territories,              Croatian,10
Northwest Territories,              Serbian,15
Northwest Territories,"              Serbo-Croatian, n.i.e.",0
Northwest Territories,            Slovak,30
Northwest Territories,            Slovene (Slovenian),10
Northwest Territories,            Ukrainian,30
Northwest Territories,"            Slavic languages, n.i.e.",0
Northwest Territories,        Celtic languages,0
Northwest Territories,          Irish,0
Northwest Territories,          Scottish Gaelic,0
Northwest Territories,          Welsh,0
Northwest Territories,"          Celtic languages, n.i.e.",0
Northwest Territories,        Germanic languages,435
Northwest Territories,          Frisian,0
Northwest Territories,          High German languages,270
Northwest Territories,            German,265
Northwest Territories,            Pennsylvania German,0
Northwest Territories,            Swiss German,0
Northwest Territories,            Yiddish,0
Northwest Territories,          Low Saxon-Low Franconian languages,160
Northwest Territories,            Afrikaans,80
Northwest Territories,            Dutch,75
Northwest Territories,"            Low German, n.o.s.",0
Northwest Territories,            Low Saxon,0
Northwest Territories,            Plautdietsch,0
Northwest Territories,            Vlaams (Flemish),0
Northwest Territories,          Scandinavian languages,45
Northwest Territories,            Danish,10
Northwest Territories,            Icelandic,10
Northwest Territories,            Norwegian,10
Northwest Territories,            Swedish,20
Northwest Territories,"          Germanic languages, n.i.e.",0
Northwest Territories,        Greek,15
Northwest Territories,        Indo-Iranian languages,635
Northwest Territories,          Indo-Aryan languages,600
Northwest Territories,            Assamese,0
Northwest Territories,            Bengali,160
Northwest Territories,            Gujarati,0
Northwest Territories,            Hindi,250
Northwest Territories,            Kacchi,0
Northwest Territories,            Kashmiri,0
Northwest Territories,            Konkani,0
Northwest Territories,            Marathi,10
Northwest Territories,            Nepali,15
Northwest Territories,            Oriya languages,0
Northwest Territories,              Odia,0
Northwest Territories,"              Oriya, n.o.s.",0
Northwest Territories,            Punjabi (Panjabi),175
Northwest Territories,            Rohingya,0
Northwest Territories,            Sindhi,0
